Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Cause_of_Death_EN,Nationality_AR,Nationality_EN,Sex_AR,Sex_EN,Value,
2005,العين,Al Ain,التھاب سحائي,Other Diseases of the Circulatory System,مواطن,Citizen,ذ,M,9,
2005,العين,Al Ain,التھاب سحائي,Other Diseases of the Circulatory System,مواطن,Citizen,ا,F,8,
2005,العين,Al Ain,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ذ,M,18,
2005,العين,Al Ain,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ا,F,8,
2005,العين,Al Ain,امراض الجھاز الدوري الاخرى,Other Diseases of the Circulatory System,جملة,Total,جملة,Total,43,
2005,العين,Al Ain,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,مواطن,Citizen,ا,F,1,
2005,العين,Al Ain,حمى روماتیزمیة حادة,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ذ,M,2,
2005,العين,Al Ain,حمى روماتیزمیة حادة,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,حمى روماتیزمیة حادة,Acute Rheumatic Fever,جملة,Total,جملة,Total,3,
2005,العين,Al Ain,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,امراض قلب روماتیزمیة مزمنة,Chronic Rheumatic Heart Diseases,جملة,Total,جملة,Total,0,
2005,العين,Al Ain,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,مواطن,Citizen,ذ,M,12,
2005,العين,Al Ain,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,مواطن,Citizen,ا,F,14,
2005,العين,Al Ain,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ذ,M,16,
2005,العين,Al Ain,ارتفاع ضغط الدم,Hypertensive Disease,غیر مواطن,Non-Citizen,ا,F,7,
2005,العين,Al Ain,ارتفاع ضغط الدم,Hypertensive Disease,جملة,Total,جملة,Total,49,
2005,العين,Al Ain,ارتفاع ضغط الدم,Ischaemic Heart Disease,مواطن,Citizen,ذ,M,4,
2005,العين,Al Ain,ارتفاع ضغط الدم,Ischaemic Heart Disease,مواطن,Citizen,ا,F,2,
2005,العين,Al Ain,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ذ,M,5,
2005,العين,Al Ain,مرض القلب الاسكیمى,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ا,F,3,
2005,العين,Al Ain,مرض القلب الاسكیمى,Ischaemic Heart Disease,جملة,Total,جملة,Total,14,
2005,العين,Al Ain,مرض القلب الاسكیمى,Acute Myocardial Infarction,مواطن,Citizen,ذ,M,6,
2005,العين,Al Ain,مرض القلب الاسكیمى,Acute Myocardial Infarction,مواطن,Citizen,ا,F,2,
2005,العين,Al Ain,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ذ,M,8,
2005,العين,Al Ain,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ا,F,1,
2005,العين,Al Ain,احتشاء حاد فى عضلة القلب,Acute Myocardial Infarction,جملة,Total,جملة,Total,17,
2005,العين,Al Ain,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,مواطن,Citizen,ذ,M,5,
2005,العين,Al Ain,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,مواطن,Citizen,ا,F,3,
2005,العين,Al Ain,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ذ,M,10,
2005,العين,Al Ain,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ا,F,5,
2005,العين,Al Ain,امراض اوعیه المخ الوعائیة,Cerebrovascular Disease,جملة,Total,جملة,Total,23,
2005,العين,Al Ain,امراض اوعیه المخ الوعائیة,Atherosclerosis,مواطن,Citizen,ذ,M,5,
2005,العين,Al Ain,امراض اوعیه المخ الوعائیة,Atherosclerosis,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ذ,M,5,
2005,العين,Al Ain,تصلب الشرايین,Atherosclerosis,غیر مواطن,Non-Citizen,ا,F,2,
2005,العين,Al Ain,تصلب الشرايین,Atherosclerosis,جملة,Total,جملة,Total,12,
2005,العين,Al Ain,تصلب الشرايین,Other Cardiovascular Diseases,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,تصلب الشرايین,Other Cardiovascular Diseases,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,امراض القلب الاخرى,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,امراض القلب الاخرى,Other Cardiovascular Diseases,جملة,Total,جملة,Total,0,
2005,العين,Al Ain,امراض القلب الاخرى,Pneumonia,مواطن,Citizen,ذ,M,8,
2005,العين,Al Ain,امراض القلب الاخرى,Pneumonia,مواطن,Citizen,ا,F,2,
2005,العين,Al Ain,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ذ,M,4,
2005,العين,Al Ain,التھاب رئوي,Pneumonia,غیر مواطن,Non-Citizen,ا,F,2,
2005,العين,Al Ain,التھاب رئوي,Pneumonia,جملة,Total,جملة,Total,16,
2005,العين,Al Ain,التھاب رئوي,Influenza,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,التھاب رئوي,Influenza,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,انفلونزا,Influenza,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,انفلونزا,Influenza,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,انفلونزا,Influenza,جملة,Total,جملة,Total,0,
2005,العين,Al Ain,انفلونزا,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,انفلونزا,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ا,F,1,
2005,العين,Al Ain,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ذ,M,1,
2005,العين,Al Ain,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,التھاب الشعب او انتفاخ الرئــــــة او الربو,"Bronchitis, Emphysema, and Asthma",جملة,Total,جملة,Total,2,
2005,العين,Al Ain,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,مواطن,Citizen,ذ,M,2,
2005,العين,Al Ain,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,مواطن,Citizen,ا,F,4,
2005,العين,Al Ain,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ذ,M,2,
2005,العين,Al Ain,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ا,F,6,
2005,العين,Al Ain,امراض جھاز تنفسي اخرى,Other Respiratory Diseases,جملة,Total,جملة,Total,14,
2005,العين,Al Ain,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,مواطن,Citizen,ذ,M,1,
2005,العين,Al Ain,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,مواطن,Citizen,ا,F,1,
2005,العين,Al Ain,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ا,F,1,
2005,العين,Al Ain,قرحة بالمعدة او الاثنى عشر,Ulcer of Stomach and Duodenum,جملة,Total,جملة,Total,3,
2005,العين,Al Ain,قرحة بالمعدة او الاثنى عشر,Appendicitis,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,قرحة بالمعدة او الاثنى عشر,Appendicitis,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,التھاب الذائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ذ,M,1,
2005,العين,Al Ain,التھاب الذائدة الدودية ,Appendicitis,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,التھاب الذائدة الدودية ,Appendicitis,جملة,Total,جملة,Total,1,
2005,العين,Al Ain,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ذ,M,1,
2005,العين,Al Ain,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ذ,M,8,
2005,العين,Al Ain,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ا,F,3,
2005,العين,Al Ain,مرض الكبد المزمن وتشمع الكبد,Chronic Liver Diseases and Cirrhosis,جملة,Total,جملة,Total,12,
2005,العين,Al Ain,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ذ,M,4,
2005,العين,Al Ain,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ا,F,1,
2005,العين,Al Ain,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ذ,M,2,
2005,العين,Al Ain,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ا,F,1,
2005,العين,Al Ain,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Nephritis Nephrotic Syndrome and Nephrosis,جملة,Total,جملة,Total,8,
2005,العين,Al Ain,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,تضخم البروستاتا,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,تضخم البروستاتا,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,تضخم البروستاتا,Hyperplasia of the Prostate,جملة,Total,جملة,Total,0,
2005,العين,Al Ain,تضخم البروستاتا,Abortion,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,تضخم البروستاتا,Abortion,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,الاجھاض,Abortion,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,الاجھاض,Abortion,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,الاجھاض,Abortion,جملة,Total,جملة,Total,0,
2005,العين,Al Ain,الاجھاض,Direct Obstetric Deaths,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,الاجھاض,Direct Obstetric Deaths,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,وفیات تتعلق مباشرة بالحمل و الولادة,Direct Obstetric Deaths,جملة,Total,جملة,Total,0,
2005,العين,Al Ain,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,مواطن,Citizen,ذ,M,9,
2005,العين,Al Ain,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,مواطن,Citizen,ا,F,13,
2005,العين,Al Ain,العیوب الخلقیة,Congenital Anomalies,غیر مواطن,Non-Citizen,ذ,M,9,
2005,العين,Al Ain,العیوب الخلقیة,Congenital Anomalies,غیر مواطن,Non-Citizen,ا,F,14,
2005,العين,Al Ain,العیوب الخلقیة,Congenital Anomalies,جملة,Total,جملة,Total,45,
2005,العين,Al Ain,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ذ,M,11,
2005,العين,Al Ain,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ا,F,8,
2005,العين,Al Ain,حالات معینة تنشأ فى الفترة حوالى الولادة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ذ,M,3,
2005,العين,Al Ain,حالات معینة تنشأ فى الفترة حوالى الولادة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ا,F,7,
2005,العين,Al Ain,حالات معینة تنشأ فى الفترة حوالى الولادة,Certain Conditions Originating in the Perinatal Period,جملة,Total,جملة,Total,29,
2005,العين,Al Ain,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,مواطن,Citizen,ذ,M,0,
2005,العين,Al Ain,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,مواطن,Citizen,ا,F,0,
2005,العين,Al Ain,اصابة اثناء الولادة  - رض المولود,Birth Trauma,غیر مواطن,Non-Citizen,ذ,M,0,
2005,العين,Al Ain,اصابة اثناء الولادة  - رض المولود,Birth Trauma,غیر مواطن,Non-Citizen,ا,F,0,
2005,العين,Al Ain,اصابة اثناء الولادة  - رض المولود,Birth Trauma,جملة,Total,جملة,Total,0,
2005,العين,Al Ain,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ذ,M,29,
2005,العين,Al Ain,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ا,F,20,
2005,العين,Al Ain,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ذ,M,95,
2005,العين,Al Ain,العـــلامــــات والاعراض و الحالات غیر المحددة,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ا,F,22,
